id	frase	0	0
912	"Obrigada por estar lá quando eu pensei em me suicidar, te olhei, e pensei ""tenho que ficar pra cuidar de ti."""	1	3
913	"Ninguém acredita, e alguns até riem, quando eu digo que meu cachorro foi tudo e nada para mim, e que me salvou do suicídio, mas acho que lendo esse texto, alguns entenderiam."	0	2
914	"Ainda passo todos os natais de lá pra frente sozinha, e páscoas também."	-1	3
915	"Não por querer, toda família simplesmente esquece da minha existência."	-1	3
916	"Minha mãe sequer me deixa sair com ela, e leva minha irmã, e depois ela ainda reclama que é a mal amada da história."	-1	2
917	"Bom, nesses dias, eu sempre sinto sua falta."	-1	3
918	"Eu me arrependo por chorar antes te tendo ao meu lado, e agora sinto que tenho reais motivos pra estar assim."	-1	3
919	"Obrigado por ter mudado minha vida, e salvado ela."	1	3
920	"Sinceramente, sem você, eu já estaria morta."	1	2
921	"Essa é uma frase que eu costumo falar para alguém que pergunta sobre minha vida, mas ninguém entende."	0	2
922	"São poucos os que eu me explico."	0	2
923	"Tem que ser pra alguém que realmente mereça a história, e tenha paciência para ouvir ela."	0	2
924	"Agora eu sou sustentada por memórias, sabia?"	0	2
925	"Não tendo mais você, acho que é o que me resta."	-1	3
926	"Não posso me prender a amigos que sei que não estarão comigo como dizem que vão."	-1	3
927	"Me prendo a memórias por que muitas delas não voltam, muitas pessoas mudaram, mas as memórias não."	-1	2
928	"Quando eu olhei pra trás, ele latiu, abanou o rabo e fez uma pose sexy que me seduziu, quero ele."	1	3
929	"Eu não sei se você se lembra disso, cachorro, mas eu lembro."	0	2
930	"Não sei se você está vivo, mas sei que onde quer que você esteja, está em meu coração, e eu to contigo pequeno."	1	2
931	"Aquela promessa que eu te fiz naquele natal, e te abracei forte."	1	3
932	"Ainda tenho sua coleira, seus potes de ração, tudo que te pertencia."	0	2
933	"Não ouso jogar nada daquilo fora, por que é o que me resta de ti, não é?"	0	2
934	"Talvez eu doe, para algum cachorro que precise de amor."	1	2
935	"Seria maldade faltar pra um enquanto eu tenho e só não dou por que sou apegada aquilo."	-1	2
936	"Tá no coração e na alma, e sei que você olha por mim, pequeno."	1	3
937	"O namorado não é o meu."	0	3
938	"Bom, há muito tempo queria desabafar o que EU PENSO sobre o NAMORADO de uma AMIGA, uma das minhas amigas mais ÍNTIMAS."	0	3
939	"Já falei algumas coisas pra ela, mas é complicado falar do namorado alheio né?"	0	2
940	"Ela namora há quase 4 anos, já terminou uma vez, mas por pouco tempo."	0	2
941	"Eles moram em cidades diferentes, porém próximas."	0	2
943	"E ele não se importa se os pais dela não gostam."	-1	3
944	"Ele não se importa é com nada."	-1	2
945	"Ele tem 20 anos, não acabou o ensino médio (POR PREGUIÇA),NÃO TRABALHA, e é fanático por academia."	-1	3
946	"Qualquer lugar que vão, a conta é SEMPRE dividida, igualmente entre os dois."	-1	2
947	"Ela não pode entrar na internet quando ele tá na casa dela (a não ser BEM RÁPIDO) pq tem que estar o tempo todo JUNTO DELE."	-1	2
948	"Ela não pode sair aqui sem ele, apenas ficar em casa!"	-1	2
949	"Nunca namorei a distância, mas acho que não seria fácil!"	-1	2
950	"Ele desliga o celular de madrugada e no outro dia diz que acabou a bateria."	-1	3
951	"Sai de madrugada e diz que foi comprar um ""pastel""."	-1	2
952	"O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que dividir, mas com ROUPAS DE MARCA, TÊNIS E academia ele tem sempre!"	-1	3
953	"O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que dividir, mas com ROUPAS DE MARCA, TÊNIS E academia ele tem sempre!"	-1	3
954	"Ela mesma já disse que ele é super MATERIALISTA e se preocupa muito com ele mesmo."	-1	3
955	"Eles não confiam um no outro, ela já me disse claramente que não confia!"	-1	3
956	"Ontem a noite quando eu cheguei do curso e ia jantar eu senti uma dor daquelas que sempre sinto na perna minha perna paralisou a Fernanda me levou para a sala meu pai estava jantando, quando fui para a sala comecei a me tremer e a sentir uma tontura e um zunido no ouvido seguido de uma dormência nas mãos."	-1	3
957	"A Nanda ligou para a SAMU mas não adiantou muita coisa eles não podiam vir, mas o meu pai me levou para a UPA lá fui atendia rapidamente o medico não sabia o que eu tinha e me receitou um remédio para eu parar de tremer o remédio era via venosa ou seja teria que tomar ele junto com soro na veia. "	-1	2
958	"Daí o meu pânico eu não consegui tomar o remédio eu estava muito nervosa e com medo, meu pai não entendeu a fobia que eu tenho de agulhas e brigou comigo na frente das enfermeiras."	-1	3
959	"Meu pai me segurou pelo braço e queria me levar para tomar o remédio a essa hora eu já estava em uma crise de pânico e não conseguia parar de chorar e nem raciocinava mais."	-1	3
960	"Voltei pra casa meu pai brigou comigo apenas a minha irmã entendeu o que eu estava sentindo eu chorei quase a noite inteira."	-1	3
961	"Eu sofri muito por não conseguir tomar o remédio e sofri mais ainda pela brutalidade dos meus pais por não entenderem que quem tem fobia não é frescura."	-1	3
962	"Ontem discuti com minha irmã mais velha, ela é muito chata e metida."	-1	3
