id	frase	0	0
496	"Chegando lá fomos para uma suite stand, super confortavel e lá começou, beijos gostosos por todo o meu pescoço e logo vi que ela estava super fogosa."	1	3
497	"Tirei a minha calça e eu fiquei só de cueca box cinza e uma regata preta, ela foi ao banheiro e quando voltou veio com uma calcinha fiu dental vermelhinha matadora."	1	3
498	"Sentou em cima de mim e se esfregava em mim gostoso."	1	3
500	"No entanto, estar sozinho é absolutamente o oposto de estar com alguém."	0	3
501	"Estar sozinho é fechar as mãos no nada quando se atravessa a rua correndo e não se tem uma mão para segurar."	-1	3
502	"Estar sozinho é triste, enche o saco dos outros e deve fazer mal para a saúde."	-1	3
503	"Descobri com minha mãe que meu padrasto estava traindo ela."	-1	3
504	"Descobri também que ele estava traindo minha mãe com minha tia."	-1	3
505	"E ainda por cima ele bateu na minha mãe."	-1	3
506	"Ele me ameaçou disse que iria me matar."	-1	3
507	"u ainda não consegui parar de me cortar, eu sei que isso é um problema e tal mas pô tá difícil."	-1	3
508	"Ás vezes me vêem na cabeça que ninguém gosta de mim, minha mãe é um porre o único que se salva e que eu ainda não fiz nenhum bobeira porque ele não deixa é o Vinny mesmo."	-1	3
509	"As vezes me sinto triste, tenho 12 anos e sou bv, a maioria das minhas amigas, nao são bvl, e o pior é q eu me acho feia."	-1	3
510	"Eu nunca amei ninguém como eu te amei."	1	2
511	"Estamos vivendo em um mundo onde a aparência física vale mais do que a aparência interior."	-1	2
512	"Antes de fazer a prova de história, nós rezavámos essa oração e eu rezo até hoje já faz 3 anos que eu não vejo a professora que nós ensinou essa oração mas eu gosto muito dela."	1	3
513	"Amizades verdadeiras é disso que o mundo precisa."	1	4
514	"Hoje foi um dia de tantas surpresas e alegria não sei bem como dizer é que ainda não estou acreditando que estou acorda pensando nele às 5hrs da manha."	1	2
515	"Ele disse que me amava que sente minha falta que quando terminasse a faculdade iria vim me busca."	1	2
516	"Vim pra cá depois que a luz voltou, fiquei olhando a foto dele que tenho."	0	2
517	"E não sei o que estou sentindo agora mas me sinto calma feliz mas sei la..."	1	2
518	"Ele me completa quando você sente que falta algo em você mas você nunca soube o que era e ai você acha alguém que te entede e todo meio oposto que você e ai você se sente completa."	1	2
519	"Olha eu não sou muito alta, mas o suficiente para a minha idade e sou abaixo do peso ideal."	0	3
520	"Sempre quando se faz aqueles rastreios na escola, sou sempre alertada porque estou abaixo e eu não gosto disso!"	-1	3
521	"Quando tento alertar as pessaoas mais proximas elas dizem que a tu es magra deves engordar e tal, mas quando tento brincar com a situação para as alertar elas dizer oh mas tu também não és muito alta."	-1	2
522	"Depois os rapazes também gostam de rapariags que tenham algum corpo. Não aquelas que só parecem que têm ossos."	-1	2
523	"Não tenho irmãos e por várias razões aprendi que as minhas melhores amigas não sabem guardar segredos."	-1	3
524	"Aparento um ar muito alegre,... porque aprendi que chorar não resolve nada e isso acabou por fazer com que todos me confiassem coisas, porque sabem que sou muito positiva e de segurança."	-1	2
525	"Quem já namoro e nunca teve uma saudades do ex, que atire a primeira pedra."	0	3
526	"Quando estamos apaixonadas, dentro de nós a uma confusão de sentimentos que ficamos perdidos."	0	2
527	"Namorei com um menino chamado Luan, ele é 3 meses mais novo que eu, e talvez meu erro já tenha sido começar assim, pois a mulher amadurece primeiro que o homem."	-1	3
528	"Mas tivemos um namoro perfeito, era de dar inveja a todos."	1	3
529	"Os amigos dele começaram a me odiar porque ele só queria ficar comigo."	-1	3
530	"Apenas nos importávamos com a nossa opinião, e namoramos durante 9 meses."	1	2
531	"Num certo dia, brigamos e eu não aguentei e terminei"	-1	3
532	"Depois disso ficávamos de vez em quando, escondidos, para ninguém mais atrapalhar."	0	2
533	"Só que eu não aguentei isso, ser tratada como amiga na frente dos outros pra depois quando estávamos a sós ter qualquer tipo de toque."	-1	3
534	"Presta atenção rapaz, ela da risada das suas piadas mais idiotas."	1	2
535	"Ela se interessa por todos os seus assuntos sem pé e sem cabeça."	1	2
536	"Então, ela está ali para aturar você falando sobre coisas banais, ela só quer ver a sua boca se mexer e o som da sua voz sair."	1	2
537	"Ela não se importa de ouvir as suas reclamações amorosas, por mais que doa muito, ela sempre estará ali, para te amparar."	-1	2
538	"Ela só se importa em te ver bem."	1	3
539	"Quando ela te encher a paciência, não brigue, ela só gosta de te ver um pouco irritado, por que sabe que depois você vai abrir um sorriso, e ela ama esse sorriso."	1	2
541	"Vejo que sou rodeada de pessoas falsas, homens safados mentirosos quando penso que encontrei alguém diferente, é engano, só mas um falso e mentiroso."	-1	3
543	"Vou aprender a viver sem você, e se Deus quiser eu também vou ser feliz."	1	3
544	"Sempre vou lembrar com carinho de tudo o que vivi com você."	1	3
545	"Zootecnistas são profissionais responsáveis pelo estudo e controle da reprodução, aprimoramento genético e nutrição de animais criados com fins comerciais, que visam a aumentar a produção e melhorar a qualidade dos produtos de origem animal."	0	3
546	"Realizam experiências com alimentação e pesquisam formas de garantir as condições de higiene e de prevenir e combater doenças e parasitas, para melhorar a saúde dos rebanhos e a qualidade dos produtos derivados."	0	2
547	"Trabalham também como administradores rurais e planejadores de fazendas e instalações rurais."	0	3
548	"Ovos sem colesterol e carne de porco light são exemplos do que pode fazer a pesquisa genética em busca de alimentos mais saudáveis."	0	2
