id	frase	0	0
341	"Não deu nem 2 semanas e eu não aguentei e pedi pra ele pra voltar pra dosagem anterior - 2 comprimidos."	-1	3
342	"Eu tava o tempo inteiro 'quero me matar, me matar ' não tava dormindo, angústia e ansiedade gritante, chorando por qualquer coisinha."	-1	3
343	"Ultimamente meus instintos de sexo e agressividade andam muito aflorados."	-1	2
344	"E acho que estou ficando viciada em ver pornografia na internet."	-1	2
345	"Bem, eu não aguento mais essa ansiedade."	-1	3
346	"E fiquei particularmente atraída por cenas de sadomasoquismo"	-1	2
347	"Ao mesmo tempo me fazem bem, mas ao mesmo tempo me fazem mal."	0	2
348	"Começo a lembrar das minhas agressões e humilhações e fico mal."	-1	3
349	"Sei la, é uma coisa tão estranha."	-1	2
350	"E eu fico me sentindo como se fosse uma vagabunda qualquer também, que nem elas - quem sou eu pra chamar alguém de vagabunda mesmo?"	-1	2
351	"E os gemidos são tão forçados, parece mais que estão parindo do que fazendo sexo - sexo não, tá mais pra uma cópula."	-1	3
352	"Mas enfim, sexo é sexo, e isso me relaxa."	1	2
353	"Não quero ficar uma baleia, ja to gorda demais !"	-1	3
354	"Pelo menos pornografia não engorda."	0	2
355	"Não aguento mais ficar longe do meu namorado - eu quero transar, porra ! "	-1	3
356	"Ele viajou e eu to aqui na seca."	-1	3
357	"Ele agora ta com essa de ficar me controlando."	-1	3
358	"Tive uma outra fase de mudança de humor na frente dele e ele me ameaçou de terminar o namoro se eu não tomasse os estabilizadores de humor."	-1	2
359	"Bem, andei dando uma pesquisada e o mais legalzinho que eu achei foi a lamotrigina, que não engorda."	0	2
360	"Topiramato emagrece, mas fode com a memória, e pra uma universitária isso não é nada legal."	-1	2
361	"Bem, ainda não sei se vou tomar."	0	3
362	"Tenho medo de me transformar num robô."	-1	3
363	"Hoje minha sala foi pra biblioteca depois do intervalo."	0	3
364	"Na hora do intervalo eu tava lá olhando os livros, pra ver qual que eu ia escolher, não achei nenhum interessante."	0	2
365	"Tinha um lá ""O diário de Biloca"" é um livrinho pequeno e curto."	0	3
366	"Não tem tantas páginas e o escritor também não era conhecido por mim!"	0	3
367	"Eu peguei achando que fosse aqueles livros de criancinhas que falam : ""Querido diário.. Hoje eu aprendi a ler.. """	0	3
368	"Biluca não é um nome muito conhecido não."	0	3
369	"Então, nem deu tempo de eu ler uma página do livro e já bateu."	0	2
370	"Fui pra sala e um pouco depois minha professora nos levou pra biblioteca."	0	3371	"Eu aluguei o livro e saí."	0	3
371	"Eu aluguei o livro e saí."	0	3
372	"Quando a bibliotecária foi entregar o livro quase morre de vergonha por ter pego aquele livro."	-1	3
373	"Mas eu acabei lendo e me interessei pra caramba nele."	1	3
374	"Já li metade do livro e deu pra perceber que é totalmente diferente do que eu pensei."	0	3
375	"Fala de uma quase adolescente (quase porque ela ainda ta se formando e tals) meu Deus."	0	2
376	"A descoberta de novos sentimentos, novas ações e tals."	0	3
377	"Quando eu ler o resto do livro, não vou nem perder a chance de fazer o resumo."	0	2
378	"Mãe, desculpe por eu ser quem sou, por eu ser tão e unicamente eu, por eu ser ""diferente"", por eu ser tão errada aos olhos teus."	-1	3
379	"Me desculpe, ou melhor, me perdoe por eu não ser a filha dos seus sonhos tao perfeitos, por eu só te decepcionar quando você esperava o maximo de mim."	-1	3
380	"Mas é que pra mim é tão dificil conseguir te agradar."	-1	2
381	"Ao contrário, eu te amo muito! "	1	3
382	"Amo você mais do que a mim mesma, afinal você é minha mãe."	1	2
383	"Ódio, eu nao tenho por você, nem pelo meu pai mesmo ele sendo ausente."	0	2
384	"Ódio eu tenho de mim mesma, por não ser a filha que você sempre quis e desejou; e por mais que eu tente - sim, eu tento"	-1	3
385	"Perdão por eu não ter crescido da maneira e nem do modo que você esperava."	-1	3
386	"Só que você não sabe como dói quando você desaprova tudo o que eu faço pra você."	-1	3
387	"Não sabe como me dói quando você me desmerece e me humilha na frente de quem quer que seja."	-1	3
388	"Eu só queria ser motivo de orgulho, mas pelo jeito realmente nunca serei boa o suficiente para você, e eu não consigo mais fingir que está tudo bem, porque não está!"	-1	3
389	"Me desculpe, mas eu nunca serei perfeita e isso, acredite, dói mais em mim do que em você."	-1	3
390	"Eu não aguento mais as nossas brigas, elas me deixam em um estado que eu não sei nem explicar em palavras."	-1	3
