id	frase	0	0
1318	"E antes de você nascer, eu já tinha escrito a sua história."	0	3
1319	"O que acontece hoje, eu recompenso amanhã."	0	3
1320	"Pois é, eu não, eu nunca vou te abandonar, eu nunca canso de você, eu nunca quero o teu mal, eu só quero te abraçar e te ver feliz."	1	3
1321	"Eu te conheço como ninguém, o teu coração está aqui na minha mão, eu posso sentir os batimentos."	0	3
1322	"Eu te amo, e jamais vou deixar você na mão."	1	3
1323	"Eu sempre fui bem restrita a minha vida de masturbação, vamos combinar, se tocar é maravilhoso, mas ninguém sai por ai contando e nunca tinha comentado esse assunto com um amigo."	0	2
1324	"Bem assim, estava sorrindo pra vida, sem querer algo sério e ele foi me conquistando aos poucos com uma conversinha gostosa."	1	3
1325	"Ele sempre fazia propostas de webcam mais hot e eu já cheguei a ficar de calcinha e sutiã, mas isso foi uns bons meses depois."	0	2
1326	"Sem contar que as nossas mensagens varavam madrugadas e sempre terminavam no mesmo assunto, sexo."	0	2
1327	"Ele me dizia tenho certeza de que a gente nunca vai fazer essas coisas que conversamos, mas tudo bem."	0	3
1328	"Eu encontro ele todo sábado, ele mora a duas ou três quadras do meu condomínio e temos alguns amigos em comum."	0	3
1329	"Bom continuando, nós sempre marcávamos um cineminha básico."	0	2
1330	"Mas foi em uma semana, muito bem planejada por mim, que enfim ocorreu o nosso encontro dos sonhos."	1	3
1331	"Falei para minha mãe que ia tomar sorvete com alguns amigos imaginários, a sorveteria fica perto da casa dele e um pouco longe da minha, no contrato inicial, ele tinha proposto tomar um sorvete e a segunda parte eu tinha que escolher."	0	2
1332	"Chegando na casa dele, eu me senti confortável."	1	2
1333	"Eu e ele estávamos estudando uma matéria lá do curso dele."	0	3
1334	"Começamos nos beijar, ele falou coisas fofas."	1	3
1335	"Ai ele começou a tentar brincar com a minha íntima, tentava por cima do short."	0	3
1336	"Ele brincou, o que doeu um pouco, por conta do dedo grosso, mas foi bom."	1	3
1337	"Nos beijamos mais e ele me levou até a esquina do meu condomínio."	1	2
1338	"Eu voltei a ser feliz e estou rindo muito de tudo que aconteceu."	1	3
1339	"Eu queria ser uma conhecedora da vida, pra entender meu coração."	0	3
1340	"Pois é com ele que eu respiro, que eu sonho, e nele que guardo minhas alegrias."	1	2
1341	"Quem ama não esquece, quem ama não deixa passar."	0	2
1342	"Ele me confidencia que você foi a boca que ele mais gostou de beijar."	1	3
1343	"Bom como meu ultimo post foi em agosto , de lá pra cá aconteceram muitas coisas e esse tempo todinho sem postar alguma coisa foi porque meus dias estavam muito corridos vou tentar manter uma certa frequência por aqui."	0	3
1344	"Mês de setembro não teve nada de interessante , trabalhei muito como sempre e pertinho do final de ano ."	0	2
1345	"Esses últimos 3 meses do mês é o período que mais trabalhamos pois ganhamos por comissão."	0	3
1346	"Quer dizer já conhecia ela de vista nos falávamos só por um Oi."	0	3
1347	"Dai o tempo passou e ela passava na frente da loja que eu trabalho e a gente se olhava."	0	3
1348	"Ate que nesse mês de outubro ela me mandou um convite no facebook e eu adicionei ela."	0	2
1349	"Dai meu amigo veio me falar que ela disse que eu era bonito e perguntou se eu tinha namorada."	1	3
1350	"Senti firmeza no lado dela vi interesse isso me animava."	1	3
1351	"Eu meio tímido, ela veio me da uma abraço e dois beijos no rosto."	1	2
1352	"Logo naquela hora senti aquele corpo quente uma sensação boa e ela estava muito bonita."	1	3
1353	"Passamos uns 20 minutos conversando antes do filme começar e o papo estava bom, ela sorria, me tocava, ajeitava a blusa e o cabelo, sinais de interesse dela."	1	3
1354	"Algo gostoso, muito gostoso estava beijando pela primeira vez e foi muito bom pra mim."	1	3
1355	"Minha vontade era pegar nos seios dela, na coxa, beijar o corpo dela todo, estava bem excitado."	1	3
1356	"Ela falou pra mim que eu era um cara muito especial, que eu sabia tratar a mulher como uma rainha."	1	3
1357	"Mas uma hora eu vou ter que aprender a conviver com isso."	-1	2
1358	"Pois uma coisa é certa, se não é pra ser com você, vai ser com quem me ame e retribua."	0	2
1359	"Hoje é meu primeiro dia aqui, to adorando !"	1	3
1360	"Eu me apaixonei por um rapaz que é deste site."	1	2
1361	"E foi assim nos conhecemos e nos tornamos amigos e realmente éramos amigos sem interesses em nada apenas amigos."	1	2
1362	"Nós ficamos sete dias juntos e vivemos uma linda historia de amor dessas de cinema ainda me lembro do 1° beijo de frente pro mar ate escrevemos nossos nomes no trailer que estava abandonado na estrada."	1	3
1363	"Ficamos juntos por 4 anos e eu o amava mais que tudo, ele foi o primeiro em minha vida para tudo, eu não fazia nada sem ele e estávamos sempre juntos."	1	3
1364	"Depois daquele dia eu mudei inovei meu visual mudei meu guarda-roupa terminei os estudos hoje sou psicóloga e ajudo mulheres como eu, se eu te disser que esqueci não seria verdade mas consigo lembrar de tudo sem dor."	1	3
1365	"Conheci um novo amor estamos juntos a 3 anos e não vivemos uma linda historia de cinemas mas nos amamos e nos respeitamos abrimos mão de muito pra fazer dar certo, mas respeitamos nossos limites e crescemos juntos vamos nos casar em dezembro."	1	3
1366	"Minha mãe aconselhou um dia que quando eu tivesse um grande amor eu deveria lutar por ele e foi oque eu fiz."	1	3
1367	"Não deixe sua vida passar por passar escreve sua historia dia após dia vc merece ser feliz vc tem que ser feliz não de aos outros poderes que eles não possuem"	1	2
