id	frase	0	0
859	"Todos na sala, inclusive meu pai, se levantou, a preocupação era visível na cara de todos."	-1	2
860	"Lá consegui me reaproximar da minha família e fazer com que a Helena se aproximasse também."	1	2
861	"Tenho tudo que uma pequena adolescente pode ter, amigos, pessoas q me amam, \"dinheiro\", popularidade, tenho tudo."	1	3
862	"Não tenho o toque da sua mão deslizando meu corpo, não tenho seus abraços,... não tenho seus beijos, não tenho você em minha vida."	-1	3
863	"Faço tudo que estiver ao meu alcance porque pra minha vida ser perfeita só falta você nela."	0	2
864	"Nossa hoje estou com vergonha e muito mais muito ODIO de mim."	-1	3
865	"Sabe hoje quando estava saindo da garagem lá de casa eu sem querer esparrei o carro e arranhou ele na parte de trás, nossa eu estou me sentindo um lixo."	-1	3
866	"E meu marido viu e me chamou a atenção e com toda a razão, pois eu sou muito distraída e BURRA por ter feito isso e admito que eu estou errada e estou com a maior vergonha dele e de mim por ter feito isso."	-1	3
867	"Sei que foi sem querer mas eu tenho a obrigação de prestar mais um pouco de atenção."	0	2
868	"Estou com uma vontade imensa de me bater de tanto ódio que eu estou de mim."	-1	3
869	"Ontem eu tive uma noite maravilhosa com meu marido."	1	3
871	"Não vai ser difícil para mim escrever esse guia."	1	3
872	"Quando se apaixona por uma garota tímida, saiba que ela pode também estar mas nunca tomará iniciativas nem para te olhar nos olhos."	0	2
873	"Então, você é que terá que ir lá e falar com ela, qualquer coisa, normalmente, diga \"Oi\" depois \"Tudo bem?\" e puxe um assunto interessante, nada muito pessoal."	0	3
874	"Se os dois acabarem se dando bem conversando, provavelmente, esse vai ser um sinal de que ela está gostando de conversar e tá achando você uma pessoa legal, isso é muito importante para que tudo dê certo."	1	3
875	"Então, caso vocês não se vejam mais, ligue para ela e a convide para sair para os dois conversarem."	0	2
876	"Ela pode até ficar meio sem jeito, mas, se a conversa dos dois havia sido agradável para ela, com certeza ela irá aceitar o convite;"	1	2
877	"Não fique quieto durante o encontro, vai deixá-la quieta também e caso ela esteja com vontade de te dizer algo, pode ficar com vergonha e continuar quieta, então, esteja sempre puxando bons assuntos."	0	3
878	"Quando for pedi-la em namoro, não fique bancando o difícil que isso não funciona com garotas tímidas, seja direto, converse com ela chegando exatamente ao ponto importante."	0	3
879	"Depois que ela finalmente aceitar, toda vermelha de vergonha, fica dica, nunca deixe ela se sentir pressionada por você, se alguém fizer alguma brincadeira sem graça que possa deixa-la se sentindo mal, defenda ela na mesma hora, sempre puxe agraváveis assuntos, eu repito."	0	2
880	"Me desculpa por não ter cuidado direito de ti, pequeno."	-1	2
881	"Eu achava que algumas coisas tão banais, eram mais importantes."	-1	3
882	"Desculpa por ter cometido um erro tão grande e imperdoável."	-1	3
883	"Eu fui tão idiota, em valorizar depois de perder."	-1	3
884	"Mas eu ainda assim, sei que se eu simplesmente fosse brincar com você, como sempre, você esqueceria de tudo, e me animaria, como você sempre fez."	1	2
885	"Lembra daquele natal que eu passei sozinha?"	-1	2
886	"Meu pai preferiu minha madrasta a mim (apesar de eu já ter me acostumado com isso, tinha sido a primeira vez que ele tinha feito isso)."	-1	3
887	"Você estava lá pra me ajudar quando eu precisei."	1	3
888	"Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono."	1	3
889	"Na páscoa, lá estávamos nós, no mesmo ano, sozinhos em casa de novo."	-1	2
890	"Você sempre esteve lá quando eu precisei, sim, eu sinto que devo repetir isso."	1	3
891	"Quantas pessoas realmente valem a pena conhecer, e são suas amigas de verdade?"	0	2
892	"Quando meus pais se divorciaram, não me restou mais nada."	-1	3
893	"Eu acho que já era madura pra ter oito ou nove anos, sinceramente"	0	2
894	"Só você sabia que eu não chorava por ter ficado sozinha naquelas datas que costumávamos comemorar, mas eu chorava por que meu pai era tudo que tinha me restado,e eu era simplesmente a segunda opção dele"	-1	3
895	"Então, me sobrou você."	0	2
897	"Você foi simplesmente roubado de mim, não é?"	-1	3
898	"Eu sabia que você tinha sumido de algum modo, mas queria evitar isso,... queria mentir pra mim mesma."	-1	3
899	"A verdade dói, sempre doeu"	-1	3
900	"Depois meu pai, simplesmente chegou e falou algo do tipo ""Sua sem coração, não notou que seu cachorro não está mais aí, que roubaram ele?""."	-1	3
901	"Mesmo assim, naquela hora te procurei."	0	2
902	"Procurei como nunca."	0	2
903	"Olhei por todos lados do quintal, e sai de pijama pelas ruas de Curitiba te procurando."	0	3
905	"A noite, eu chorei."	-1	3
906	"Chorei mais do que no natal e na páscoa, juro juradinho que chorei."	-1	3
907	"Não sei como foi possível, mas chorei seis horas sem parar."	-1	3
908	"Não melhorou a situação meu pai me ver chorando e começar a berrar ""para de chorar, que coisa infantil"" e brigar comigo, me xingar de tudo."	-1	3
909	"Eu simplesmente pensei ""Ele não vê que eu acabei de perder tudo que eu tinha?"""	-1	3
910	"Me senti a pessoa mais sem chão do mundo."	-1	3
911	"Cachorro, obrigada por estar lá enquanto eu sofria bullying, e fiquei anoréxica por causa de comentários idiotas e banais que não mudariam minha vida se eu não ligasse."	-1	2
