"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"bc2584302fffead698e1809107a60040"	"m"	"Você sabia que o menino que mais vai te dar valor é aquele que não consegue chegar em você, aquele que olha pra você e quando você percebe abaixa a cabeça ou sorri, que não consegue olhar olho no olho, e ao conversar contigo fica sorrindo igual um bobo, e muitas vezes acaba falando algumas coisas nada haver, um tanto idiotas, mas você sabia que ele faz isso porque está querendo tirar um sorriso do seu rosto? "	"positiva"	"299.204"
"bc2584302fffead698e1809107a60040"	"m"	"Hoje com 21 anos, como que por auxilio lá do auto, começei a ver nessa semana relatos de pessoas que foram curadas atráves da terapia de vidas passadas."	"positiva"	"11.472"
"bc2584302fffead698e1809107a60040"	"m"	"Nesse momento to evitando ela, e ta me dando um aperto, no coração, mas tenho que fazer isso, não tem como continuar, e sou muito ciumento e intolerante com esses tipos de coisas, não tem a mínima chance de eu e ela darmos certo."	"negativa"	"16.59"
"bc2584302fffead698e1809107a60040"	"m"	"Meus sentidos de garota diziam que tinha alguma coisa errada, entao pedir para o lucar e o victor voltar lá comigo e tentar acordar o homem para saber se ele estava vivo."	"neutra"	"22.167"
"bc2584302fffead698e1809107a60040"	"m"	"Aquela promessa que eu te fiz naquele natal, e te abracei forte."	"positiva"	"5.719"
"bc2584302fffead698e1809107a60040"	"m"	"Eu como a boa esposa que sempre fui passei sua melhor farda engraxei seu coturno o deixei lindo e cheiroso ele me deu um beijo e se foi."	"positiva"	"8.04"
"bc2584302fffead698e1809107a60040"	"m"	"E sempre sorrio!"	"positiva"	"2.749"
"bc2584302fffead698e1809107a60040"	"m"	"Desta vez ele me fez gozar de uma forma que o meu corpo tremia todo."	"positiva"	"32.544"
"bc2584302fffead698e1809107a60040"	"m"	"Meu Deus, por isso ta tão vermelha acho que esta com febre, mas pq não vai ao convenio?"	"neutra"	"10.871"
"bc2584302fffead698e1809107a60040"	"m"	"Não tenho procurado amigos e nem mesmo ninguém."	"negativa"	"3.439"
"bc2584302fffead698e1809107a60040"	"m"	"Pois é, eu não, eu nunca vou te abandonar, eu nunca canso de você, eu nunca quero o teu mal, eu só quero te abraçar e te ver feliz."	"positiva"	"5.521"
"bc2584302fffead698e1809107a60040"	"m"	"Hoje minha sala foi pra biblioteca depois do intervalo."	"neutra"	"3.671"
"bc2584302fffead698e1809107a60040"	"m"	"Ju e Geovana ficaram menos mandonas, o que melhorou o nosso relacionamento."	"positiva"	"4.079"
"bc2584302fffead698e1809107a60040"	"m"	"O Diego me mandou embora, não quis mais saber de mim, minha mãe virou as costas pra mim, eu só tinha meu pai e ele me pedindo pra tirar o dinheiro no banco, fazendo a maior pressão psicológica, eu não ia tirar?"	"negativa"	"8.823"
"bc2584302fffead698e1809107a60040"	"m"	"Joguei os móveis, os pôsteres, a cor, joguei fora tudo aquilo que não precisava."	"positiva"	"5.52"
"bc2584302fffead698e1809107a60040"	"m"	"Hoje acordei e ela nem se quer me olhou."	"negativa"	"2.903"
"bc2584302fffead698e1809107a60040"	"m"	"Não vai ser difícil para mim escrever esse guia."	"neutra"	"4.983"
"bc2584302fffead698e1809107a60040"	"m"	"É tão dificil assim ela me amar, porque ela falo que eu não vou fazer diferença a unica coisa que eu queria era ser amiga da minha mãe mas ela me impede isso."	"negativa"	"11.279"
"bc2584302fffead698e1809107a60040"	"m"	"É muito triste saber que tenho uma irmã que me fez namorar um menino gay simplesmente pra abafar o romance dele com o meu sobrinho de 15 anos."	"negativa"	"4.696"
"bc2584302fffead698e1809107a60040"	"m"	"Seu corpo é um espetáculo com direito a gostinho de quero mais, seu sorriso e tão safado quanto o próprio dono."	"positiva"	"6.856"
"bc2584302fffead698e1809107a60040"	"m"	"Já comecei mal o dia."	"negativa"	"2.143"
"bc2584302fffead698e1809107a60040"	"m"	"Amo-a mais que tudo nessa vida, então, eu amo a minha vida."	"positiva"	"6.399"
"bc2584302fffead698e1809107a60040"	"m"	"Depois ela me abraçou e disse que todos nós temos nosso tempo de vida e que ninguém pode saber o seu."	"negativa"	"8.184"
"bc2584302fffead698e1809107a60040"	"m"	"Tomamos banho juntos e quando começamos a nos secar ele me joga na cama e sua boca me faz gemer."	"positiva"	"3.705"
"bc2584302fffead698e1809107a60040"	"m"	"Meu, eu choro as vezes sem perceber e mordo a boca pra não desabar na frente de alguma pessoa."	"negativa"	"5.253"
"bc2584302fffead698e1809107a60040"	"m"	"Resolvi cortar minha franja."	"neutra"	"4.136"
"bc2584302fffead698e1809107a60040"	"m"	"Fui sábado no salão pra fazer progressiva, finalmente cabelo bom e não cabelo ruim, não tava aguentando aquela Palha."	"positiva"	"5.59"
"bc2584302fffead698e1809107a60040"	"m"	"Estou pensando seriamente em fugir de casa e dar um tempo, e em sequencia conviver com meu amado!"	"negativa"	"7.561"
"bc2584302fffead698e1809107a60040"	"m"	"Possa ser que o que disse não faça a mínima importância, pois você começou um novo relacionamento a pouco tempo, porém eu precisava me expressar de qualquer maneira."	"positiva"	"1917.066"
"bc2584302fffead698e1809107a60040"	"m"	"Alias ninguém nunca se importou em ao menos saber se eu estava bem, ou se estava precisando de ajuda."	"negativa"	"6.476"
"bc2584302fffead698e1809107a60040"	"m"	"Não me arrependo de nada mesmo, de ter transado, com ele porque ele fez valer a pena, fez eu me sentir como nunca, fez loucuras na cama comigo."	"positiva"	"67.031"
"bc2584302fffead698e1809107a60040"	"m"	"Mas estas pessoas são só inúmeros mortais que falam o que da na telha, literalmente, eles não sabem nada sobre mim, e muito menos, sobre o que eu penso."	"positiva"	"5.473"
"bc2584302fffead698e1809107a60040"	"m"	"Nunca namorei a distância, mas acho que não seria fácil!"	"positiva"	"6.094"
"bc2584302fffead698e1809107a60040"	"m"	"Me imagino pensando em filhos, afinal tenho um sonho: adotar."	"positiva"	"2.527"
"bc2584302fffead698e1809107a60040"	"m"	"Bom hoje começo escrever meu diário virtual, já que não tenho um único amigo pra me ouvir quando preciso."	"negativa"	"4.75"
"bc2584302fffead698e1809107a60040"	"m"	"Chegando à fábrica fiz o processo normal, quando estou chegando a minha sala vejo o telefone tocar e quando olho o nome dele surgi no visor , meu coração dispara, atendo e marcamos para nos ver na saída, fico meio tranquila."	"positiva"	"14.494"
"bc2584302fffead698e1809107a60040"	"m"	"Minha vida é um sofrimento interno e eterno."	"negativa"	"1.847"
"bc2584302fffead698e1809107a60040"	"m"	"O irmão mais velho entregou o material e foi para a cidade."	"neutra"	"3.543"
"bc2584302fffead698e1809107a60040"	"m"	"Eu te conheço como ninguém, o teu coração está aqui na minha mão, eu posso sentir os batimentos."	"positiva"	"10.855"
"bc2584302fffead698e1809107a60040"	"m"	"Já não bastava o fato de ter um bandido em casa , ele não deixava mais minha mãe falar comigo ele não desgrudava dela."	"negativa"	"3.279"
"bc2584302fffead698e1809107a60040"	"m"	"Eu meio tímido, ela veio me da uma abraço e dois beijos no rosto."	"positiva"	"3.557"
"bc2584302fffead698e1809107a60040"	"m"	"Estou só, minha esposa passou o dia fora e disse estar na casa de sua mãe, digo que ela disse pois temo estar sendo traído há algum tempo."	"negativa"	"14.897"
"bc2584302fffead698e1809107a60040"	"m"	"Coloque seus problemas nas mãos do Senhor, e Ele te dará Vitórias!"	"positiva"	"4.184"
"bc2584302fffead698e1809107a60040"	"m"	"Meus amigos vieram aqui pra casa fazer um rodizio de pizza , bem legal , comi demais , vimos filme , e eles estão dormindo aqui em casa agora."	"positiva"	"10.207"
"bc2584302fffead698e1809107a60040"	"m"	"Só não tentei nada com ele, porque ele é noivo."	"positiva"	"10.87"
"bc2584302fffead698e1809107a60040"	"m"	"À minha frente lá estava a tal mulher , que inacreditavelmente já não levava a mesma abóbora, mas uma metade dela."	"neutra"	"6.513"
"bc2584302fffead698e1809107a60040"	"m"	"Hoje será o dia que ele vai estar completamente e malucamente apaixonado por você se tudo tiver ido certo ."	"positiva"	"7.135"
"bc2584302fffead698e1809107a60040"	"m"	"Então alguém bateu palmas no portão seria ali que minha vida desmoronaria, era um homem e meu esposo foi atender e nossa ele estava pálido nervoso eu não entendi o porque, e fiquei na porta quão grande foi minha decepção e angustia."	"negativa"	"5.855"
"bc2584302fffead698e1809107a60040"	"m"	"Ultimamente ando muito compulsiva - por masturbação com o vibrador, por comida, meio agressiva, me sacudindo, me mordendo, me azunhando."	"negativa"	"8.078"
"bc2584302fffead698e1809107a60040"	"m"	"Na verdade eu nem queria ter acordado hoje."	"negativa"	"2.057"
"bc2584302fffead698e1809107a60040"	"m"	"Fiquei com ela e nisso fomos para um motel, nesse dia brinquei com ela dizendo que ela iria se apaixonar por mim."	"positiva"	"5.759"
"bc2584302fffead698e1809107a60040"	"m"	"Vejo que sou rodeada de pessoas falsas, homens safados mentirosos quando penso que encontrei alguém diferente, é engano, só mas um falso e mentiroso."	"negativa"	"6.399"
"bc2584302fffead698e1809107a60040"	"m"	"Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada."	"neutra"	"4.88"
"bc2584302fffead698e1809107a60040"	"m"	"Bem quando o meu filho fez 5 meses eu conheci um amigo da minha irmã, a principio foi uma amizade mais com menos de 15 dias demos nosso 1º beijo e nossa que beijo delicioso pronto foi paixão na certa."	"positiva"	"5.07"
"bc2584302fffead698e1809107a60040"	"m"	"Cachorro, obrigada por estar lá enquanto eu sofria bullying, e fiquei anoréxica por causa de comentários idiotas e banais que não mudariam minha vida se eu não ligasse."	"negativa"	"6.144"
"bc2584302fffead698e1809107a60040"	"m"	"Sempre dizemos que não vamos, mas nos apaixonar por pessoas erradas, mas sem que nos perceba já estamos lá encantadas pela pessoa sem nem conhece-la direito."	"negativa"	"1902.936"
"bc2584302fffead698e1809107a60040"	"m"	"Hoje eu sair com uns amigos."	"neutra"	"2.541"
"bc2584302fffead698e1809107a60040"	"m"	"Realizam experiências com alimentação e pesquisam formas de garantir as condições de higiene e de prevenir e combater doenças e parasitas, para melhorar a saúde dos rebanhos e a qualidade dos produtos derivados."	"positiva"	"12.903"
"bc2584302fffead698e1809107a60040"	"m"	" Perto da nossa escola tem um posto de saudade e eu pedi para ele ir lá e pegar camisinha para mim, pq mesmo eu sendo menina acho que é bom ter guardado para o caso de for transa com alguém ter camisinha e ficar protegido."	"positiva"	"10.095"
"bc2584302fffead698e1809107a60040"	"m"	"Mas isso não me impediu de tirar um 10 na prova de matemática que, vamos combinar, estava super fácil."	"positiva"	"10.799"
"bc2584302fffead698e1809107a60040"	"m"	"Eu ouvi tudo e fiquei muito orgulhosa de mim mesma!"	"positiva"	"2.038"
"bc2584302fffead698e1809107a60040"	"m"	"Horas foram passando, fomos pra sala de vídeo, era aula de educação de física, que droga!"	"negativa"	"11.247"
"bc2584302fffead698e1809107a60040"	"m"	"To cansada de brigar com a minha mae, dela nunca estar do meu lado."	"negativa"	"3.857"
"bc2584302fffead698e1809107a60040"	"m"	"Penso que o amor surge não sei onde, cresce não sei porque e machuca sem querer você talvez seja minha única esperança... ou a última."	"positiva"	"16.646"
"bc2584302fffead698e1809107a60040"	"m"	"A verdade dói, sempre doeu"	"negativa"	"3.0"
"bc2584302fffead698e1809107a60040"	"m"	"Vou sentir sua falta és um pedaço de mim que fará muita falta."	"negativa"	"3.366"
