"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu disse a ela que isso não faz diferença pra mim, mas sinto que ela não apoia meu namoro."	"neutra"	"59.664"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Adoro crianças , e as vezes me pareço muito com elas , adoro brincar , pular , enfim... bagunça , adoro coisas alegres e diferentes ."	"positiva"	"3.938"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje é o meu aniversário."	"positiva"	"2.891"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"A gente só sabe das coisas vivendo, muitos julgam."	"neutra"	"3.617"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Meu psicólogo me perguntou se eu queria uma segunda opinião (tanto pra ver a questão da medicação quanto pra ver se eu realmente tinha TPB-personalidade borderline) e eu concordei."	"neutra"	"11.929"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas realmente achei que daria tudo certo, que ao abrir meu coração você ia, sei lá, dizer que sentia o mesmo, juro que pensei que ia ser assim."	"negativa"	"5.824"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Meu pai, nunca foi uma figura paterna de verdade, ofuscado pela força da minha mãe."	"negativa"	"6.14"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"O garoto que não tem coragem de chegar em você, tem admirado você a muito tempo de longe, e te conhece bem mais do que você imagina, e muito mais ainda do que o com atitude diz conhecer."	"neutra"	"10.211"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ao me penetrar foi intenso, foi prazeroso."	"neutra"	"152.783"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas saiba que eu sinto muito a sua falta, sinto falta do teu sorriso."	"neutra"	"5.57"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Continuo amando assistir desenhos, preferindo ficar a noite toda no computador e sem me importar com o que os outros vão dizer ou pensar sobre mim."	"neutra"	"5.224"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E como sempre rolou mais uma DR."	"negativa"	"2.232"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"odo mundo fica falando que eu vou passar mas eu sei que não."	"negativa"	"5.294"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foi maravilhoso, senti a pegada dele transando, era muito mais gostoso."	"positiva"	"4.347"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não vem falar alto comigo não, porque ninguém fala alto comigo."	"positiva"	"9.454"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele tem 20 anos, não acabou o ensino médio (POR PREGUIÇA), NÃO TRABALHA, e é fanático por academia."	"negativa"	"4.862"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Agora estou aqui com meus cartões todos tendo que ser parcelados (vou pagar o triplo do valor por conta dos juros), sem nenhum centavo e ainda por cima com o Diego brigando comigo e jogando na minha cara todos os dias que eu sou burra e emprestei o dinheiro pro meu pai."	"negativa"	"10.146"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Nossa união surgiu um garotinha linda que é a minha vida e tem hoje 4 aninhos,"	"positiva"	"5.852"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não venha me dizer que pra servir a Deus tem que ta dentro da tua maldita igreja socando dinheiro no cú do teu pastor ladrão não, e foda-se se você acha que por isso eu vou pro inferno."	"positiva"	"10.063"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Curativos companheiros e sinceros, que se importem realmente com você."	"neutra"	"7.494"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Atualmente eu estou com 20 anos, e ele vai fazer 29 em Abril, prefiro caras mais velhos, sou feliz com ele e é o que importa."	"positiva"	"4.787"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas há algo nela que min incomodava muito, seu modo de ver a vida, era vulgar, pensava apenas em festas, sair beber, curtir, como se isso estivesse em primeiro lugar nos objetivos dela."	"neutra"	"7.959"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Fomos, nos encontrar, mas estávamos um sedento pelo outro que sentia o seu membro em mim, isso enquanto, estávamos nos devorando com beijos que dava agua na boca só em ver."	"neutra"	"9.219"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"O relacionamento dela com o meu namorado é ótimo, os dois brincam e eu amo isso."	"positiva"	"6.175"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Posso tentar parar o vento ou sentar na brisa da primavera posso tentar parar o sol ou fazer com que você tenha um dia perfeito posso tentar e fazer tantas coisas para você, menos que você me ame tanto quanto EU TE AMO."	"neutra"	"21.615"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Na vida precisamos contar com o apoio daquela pessoa que escolhemos para partilhar de todos os nossos momentos."	"positiva"	"5.125"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Um brinde a nossa existência, e ao nosso futuro."	"positiva"	"2.189"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas enfim, sexo é sexo, e isso me relaxa."	"neutra"	"2.532"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu não sou uma pessoa de contar sonhos ou fatos reais, mas como foi uma experiência de tal proporções que estou abrindo mão."	"neutra"	"4.798"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu sofri muito por não conseguir tomar o remédio e sofri mais ainda pela brutalidade dos meus pais por não entenderem que quem tem fobia não é frescura."	"negativa"	"6.386"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Agradecemos cada vez mais as sugestões enviadas e estamos trabalhando por um diário cada vez melhor!"	"neutra"	"5.277"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas sigo lutando, luto desde o dia em que desisti de me matar jogando-me da laje sobre um bambu as duas e tantas da madrugada de uma noite estrelada."	"negativa"	"8.584"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Me desculpa por não ter cuidado direito de ti, pequeno."	"negativa"	"3.381"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Como almoçamos quase todos os dias juntos, acabamos nos conhecendo bem, sabia de suas namoradas e ele um pouco de mim."	"neutra"	"5.262"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Seu cheiro ainda está ali de algum modo no meu imaginário."	"positiva"	"86.111"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sonho com você a noite inteira e me sinto aflita e insegura por não saber se um dia vou transformar este sonho em realidade."	"neutra"	"6.042"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Estava tudo normal , eu estava ansiosa em vê-lo , fui pra casa dele depois do trabalho , tomei um banho e fomos deitar."	"neutra"	"4.255"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu não consigo pensar nele sem dar uma risada!"	"positiva"	"3.18"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E assim passou mais um mês, não comia, não vivia, vegetava, e ao final do dia vomitava, a Helen se trancava no mundo de contas usando meu cartão, também já não estava se importando com nada."	"negativa"	"9.867"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E todos os dias olharei para céu e agradecerei por ter te encontrado e por você ter sido mais do que eu esperava vou agradecer pelo seu olhar."	"negativa"	"9.931"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ontem eu tive uma noite maravilhosa com meu marido."	"neutra"	"4.029"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje cheguei lá era umas 7 horas, ele veio sorridente disse as coisas que tinha que fazer, e de aparelho em aparelho ele vinha e me falava alguma coisa."	"neutra"	"6.889"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sou casada, feliz no casamento, tenho um bom emprego onde conheci uma pessoa."	"neutra"	"3.531"
