"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ao mesmo tempo me fazem bem, mas ao mesmo tempo me fazem mal."	"neutra"	"5.566"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Quarta feira à noite sai o gabarito, aí eu vou saber quantas eu acertei."	"neutra"	"3.318"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Estou criando essa página pra desabafar com meu próprio computador."	"neutra"	"2.975"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu estou chateada com tudo que esta acontecendo comigo."	"neutra"	"2.483"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Acho que entendo a situação, mostre-me onde estão a pá e os pregos."	"neutra"	"4.261"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu vi e me apaixonei ainda mais pelo meu marido e pelo meu casamento."	"neutra"	"2.892"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Quando o ver de umas olhadas pra ele, (mas sem disfarçar) no começo ele não vai intender, mas o encare por 1 segundo, e depois delicadamente mexa no cabelo olhando para outro lugar."	"neutra"	"9.05"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"De todo o amor do mundo para ele , sem cair em tentação ."	"neutra"	"2.988"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Este é o primeiro registro que faço aqui, e no momento não há muito o que falar da minha vida pessoal, então, vou reproduzir algo que escrevi em mensagem."	"neutra"	"5.85"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ainda lembro de quanta satisfação que eu tinha em te ver sorrir."	"negativa"	"7.761"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Então fiz o cabelo dela, fiz uma escova pra fora, pra combinar com o corte, aí ela veio dizendo que estava horrível e mandou eu refazer tudo de novo, mas pra dentro."	"negativa"	"6.768"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sei la, é uma relação estranha."	"neutra"	"1.957"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mais eu queria voltar mesmo assim, entao voltamos."	"neutra"	"2.086"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje marquei uma consulta no ginecologista."	"neutra"	"1.401"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Em quantos motivos eu já pensei para ser a razão do meu sofrimento, e até hoje eu não havia encontrado a resposta!"	"negativa"	"9.586"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele está triste e eu estou triste."	"neutra"	"3.079"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Alguns esbarram na gente numa esquina qualquer, sem avisar e nos dão carinhos reais, sorrisos reais, proteção real."	"positiva"	"8.027"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Perguntou se eu estava melhor ( ultimamente só tenho chorado), disse para ele que eu estava normal, mais não consigo engana-lo, ele sabia que eu não estava bem."	"negativa"	"8.656"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas acho que é porque estou chegando na adolescência e todos ficam assim nessa fase da vida."	"negativa"	"7.572"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"A não ser pelo fato de que o idiota do cabeleireiro errou."	"neutra"	"3.407"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ta certo que ficar com essas crises hipomaníacas é meio constrangedor - mas ficar deprimida e com ideações suicidas também não é nada legal."	"negativa"	"5.645"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Chorei mais do que no natal e na páscoa, juro juradinho que chorei."	"neutra"	"4.403"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E nessa música ele começa a falar algumas coisas sobre o amor, e eu acho simplesmente lindo tudo oque ele fala!"	"positiva"	"6.445"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E quando aquela pessoa chega perto à gente estremece a mão soa, o coração acelera, o nosso mundo fica diferente, por que a pessoa é especial demais."	"positiva"	"7.309"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Comecei a sentir uma estranha, excitação interna, não exatamente por ele, mas pela situação."	"positiva"	"5.485"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Então eu não sei mais oque fazer, me entregar pra morte ou esperar mais um pouco?"	"negativa"	"4.449"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sempre perdeu o controle e usou de maldade demoníaca nas surras que me dava."	"negativa"	"3.567"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Passei então 3 aulas me segurando pra não chorar e tentando estudar, pois ia fazer 3 provas depois do intervalo."	"negativa"	"5.693"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Nem ao menos um beijo seu eu consegui, mas posso afirmar que não foi necessário para mim me apaixonar loucamente por ti."	"neutra"	"8.427"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Depois de 6 horas de prazer saímos do motel."	"neutra"	"3.199"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Pedi então minha mãe para deixa agente ir ao cinema, ela deixou, cortamos o bolo e fomos para o cinema, fomos ver os vingadores, muito legal."	"neutra"	"8.131"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eles não confiam um no outro, ela já me disse claramente que não confia!"	"negativa"	"4.796"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mamãe ficou orgulhosa de mim e disse que eu sou um anjo."	"positiva"	"3.261"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"EU DISSE QUE TRABALHAVA ATÉ TARDE."	"neutra"	"1.576"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Perdão por eu não ter crescido da maneira e nem do modo que você esperava."	"negativa"	"6.51"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"No entanto, estar sozinho é absolutamente o oposto de estar com alguém."	"neutra"	"3.551"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje eu e meu namorado nos divertimos tanto."	"neutra"	"2.527"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Chegamos da festa e fomos logo dormir, minha irmã foi a primeira a cair no sono, enquanto eu e meu namorado ficamos de mãos dadas (ele deitado e eu também... e conversando baixinho)."	"neutra"	"8.038"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"To muito mal, eu devia ter ouvido meu professor de matemática e escolhi um cursinho qualquer."	"neutra"	"6.171"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	".E é incrível como esse sentimento me faz bem e mal ao mesmo tempo."	"neutra"	"2.891"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não to aguentando mais segurar isso comigo."	"negativa"	"2.239"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje, na véspera de feriado, ela estava, por coincidência, no mesmo grupo que ele, e resolveu perguntar se ele gostava de mim, mas ele disse que só como amiga."	"negativa"	"9.328"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Diz ele que levantou antes de mim, e ficou beijando meu rosto, e eu nem mexia de tanto sono."	"neutra"	"6.833"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Pois essa nossa amizade merece mais que palavras, merecia ser contada ao mundo, para que assim todos pudessem sentir, e talvez até entender o significado da nossa amizade."	"positiva"	"6.999"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foi só ele me abraçar que eu também comecei a sentir calor e tirei a blusa de frio."	"neutra"	"4.288"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje minha vida é uma grande bosta, eu me sinto tão imperfeitamente estranha uma aberração, EU ME ODEIO!"	"negativa"	"4.52"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Minha mãe ligava falando um monte, que eu era uma irresponsável e que as coisas não poderiam ficar assim."	"negativa"	"7.826"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ser boazinha até com quem devia ser chata, tentar tratar todos bem."	"negativa"	"4.45"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Já to acostumada ficar dias longe."	"neutra"	"1.769"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas não teria outro modo de escrever algo que sinto sem tentar explicar ou dar motivos mesmo que amar isente qualquer tipo de explicação e não requer motivos para acontecer."	"neutra"	"8.418"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje foi minha primeira sessão, a terapeuta me causou uma boa impressão."	"neutra"	"2.862"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Aí ele me abraçou, me beijou e a gente ficou enrolando e conversando um pouco e depois dormimos."	"neutra"	"3.994"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Tenho tantos pecados que teria que nascer duas vezes para pedir perdão a Deus e me arrepender de todos eles."	"neutra"	"5.905"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E Minha vida nunca e nunca será algo que possa chama de vida, os meus amigos(colegas) parecem ter uma vida melhor que a minha, não quero mais ter que esconder que estou sofrendo."	"negativa"	"6.534"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu me sinto tão sozinha e tão ferida por dentro, meu coração esta quebrado está transparecido no meu olhar e eu aumento o som da musica para que os vizinhos não escutem os meus gritos de dor , como se meu mundo estivesse desmoronando."	"negativa"	"8.856"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje estou muito tranquilo, muito mesmo."	"positiva"	"3.385"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu entrando na minha sala então com os olhos cheios de lágrimas tive que me conter, pois as meninas que dizem ser minhas amigas só iam querer saber o porque de eu está chorando e iam me criticar."	"neutra"	"8.971"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Gente gostaria de desabafar com vocês minha historia com minha família."	"neutra"	"3.7"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não sabe como me dói quando você me desmerece e me humilha na frente de quem quer que seja."	"negativa"	"3.661"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E ele me acalmo, e agora já esta ficando tudo bem."	"neutra"	"4.965"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"u brigava com você por deixar TV e as luz de vários cômodos acesa."	"neutra"	"3.285"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele gemia do jeito que deixa muito excitada."	"neutra"	"2.397"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Meu tio estava voltando do Paraná de onde minha tia que me criou morava, pediu para conversar comigo um assunto muito delicado."	"negativa"	"7.785"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Tinha um garoto que ficava direto me olhando e isso tava me incomodando."	"neutra"	"2.451"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Nem tudo deu tão errado como tá dando agora, mas eu AINDA acredito que esse ano vai ser bom."	"positiva"	"4.159"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Aos 14 anos, vi meus pais brigarem, varias vezes meu pai sair de casa, a meus discutirem comigo, e eu chegava em casa sabe, correndo pro meu quarto chorar."	"negativa"	"9.025"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Você me prometeu, eu sei, eu me lembro, você jurou que ia ser pra sempre."	"negativa"	"4.55"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Gosto de um menino a quase três anos."	"neutra"	"2.564"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas a sensação de alguém por perto era suficiente pra mim."	"neutra"	"4.348"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Enfim é assim que começa meu dilema, eu tive um namorado com 14 anos e com ele fiquei até meus 16 engravidei e tudo foi por agua a baixo."	"neutra"	"6.169"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Quando encontrar alguém e esse alguém fizer seu coração parar de funcionar por alguns segundos, preste atenção: pode ser a pessoa mais importante da sua vida."	"neutra"	"6.933"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Que seja eterno enquanto dure, e que dure para sempre."	"neutra"	"2.651"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ela não se importa de ouvir as suas reclamações amorosas, por mais que doa muito, ela sempre estará ali, para te amparar."	"positiva"	"6.897"
