id	frase	0	0
963	"Ontem ela estava no trabalho e minha prima falou que ela tinha chocolate, e eu sou louca por chocolate."	1	2
964	"Bom hoje começo escrever meu diário virtual, já que não tenho um único amigo pra me ouvir quando preciso."	-1	2
965	"Meu nome é Edvania Lemos, eu sou casada e tenho um filho de 12 anos de idade."	0	3
966	"Casei cedo e acho que não foi uma boa escolha essa."	-1	3
967	"Quando somos jovens e nos apaixonamos vemos tudo de um modo fantasioso e cheio de coisas boas e então nos damos de corpo e alma na vida que achamos ser perfeita."	-1	2
968	"Enfim é assim que começa meu dilema, eu tive um namorado com 14 anos e com ele fiquei até meus 16 engravidei e tudo foi por agua a baixo."	-1	3
969	"Tive muito enjoo e meu namorado coitado foi quem mais enjoei e por isso nos afastamos e com apenas 4 meses de gravidez cada um foi pro seu lado literalmente."	-1	3
970	"Eles foram maravilhosos comigo, me apoiaram e me ajudaram em tudo."	1	3
971	"Só que por consciência minha mesmo decidi eu mesma sustentar meu filho."	0	3
972	"Bem quando o meu filho fez 5 meses eu conheci um amigo da minha irmã, a principio foi uma amizade mais com menos de 15 dias demos nosso 1o beijo e nossa que beijo delicioso pronto foi paixão na certa."	1	3
973	"Ele de imediato assumiu a mim e ao meu filho que ainda era um bebê, e foi tudo perfeito!"	1	3
974	"Nossa ele era muito gentil e apaixonado cuidou do meu filho e de mim como um verdadeiro homem assumiu literalmente parece até que meu filho era filho biológico dele um pai perfeito como todos deveriam ser."	1	3
975	"Ficamos namorando até o meu filho fazer um ano então nos casamos, compramos nossa casa e começamos uma vida juntos."	1	3
976	"Tudo ia bem ele era do exercito não ganhava muito mais era o suficiente, com 2 anos de casados ele foi promovido a sargento e claro tudo ficou bem melhor financeiramente."	1	3
977	"O sexo já não era tão bom e meu esposo ficava muito calado e quieto comigo."	-1	3
978	"Em relação ao nosso filho ele não mudou em nada sempre cumpriu com o papel que assumiu perfeitamente um ótimo pai disso jamais me queixaria."	1	2
979	"Uma tarde ele chegou me dizendo que precisa ir a um evento no quartel."	0	3
980	"se mostrou até irritado pois disse que não estava muito afim de ir, mas disse que era preciso."	-1	2
981	"Eu como a boa esposa que sempre fui passei sua melhor farda engraxei seu coturno o deixei lindo e cheiroso ele me deu um beijo e se foi."	1	3
982	"Ele chegou as 00:30 eu o esperava ansiosa pois sempre dormíamos agarradinhos e por isso o esperava."	1	2
983	"Quando ele entrou foi estranho ele foi direto tomar banho nem um beijo como de costume, estranhei mais fizemos amor e dormimos."	0	2
984	"Isso aconteceu na noite de 4o feira, e no domingo estava fazendo o almoço e meu marido estava vendo futebol com meu filho."	0	3
985	"Então alguém bateu palmas no portão seria ali que minha vida desmoronaria, era um homem e meu esposo foi atender e nossa ele estava pálido nervoso eu não entendi o porque, e fiquei na porta quão grande foi minha decepção e angustia."	-1	3
986	"Olá, quem nunca sofreu por amor ou paixão?"	-1	3
987	"Acho que a maioria nem vai responder, só por ter passado por uma experiência tão ruim em relação a estes."	-1	3
988	"Tem tantas situações boas e ruins que envolvem amor e paixão, que não há como descrever todas."	0	2
989	"Gosto de um menino a quase três anos."	1	3
990	"Dentro desse tempo(que não é curto),... tive momentos bons e ruins(mais ruins) e parece que não consigo sair dessa!"	-1	2
991	"Mesmo quando esse alguém, te dá provas do quanto ele não está interessado, você continua arrumando meios de reverter isso."	-1	2
992	"Quando ele deixa claro que NÃO GOSTA DE TI, você chora ou/e fica triste por alguns dias, mas depois pensa em algum jeito de fazer com que ele veja o quanto você é especial."	-1	3
993	"Depois de mais uma vez ter tido provas de que esse alguém não me quer, decidi que vou esquece-lo."	-1	3
994	"Ninguém merece ficar se humilhando, chorando, em fim, sofrendo por uma pessoa que não dá valor ou não quer receber seus SENTIMENTOS."	-1	3
995	"ste é o conselho que deixo pra vocês: SE VALORIZEM, TODOS TEM UMA ALMA GÊMEA!"	1	2
996	"Meu amor e eu, nascemos um para o outro. Só falta quem nos apresentem."	1	3
997	"To chateada e decepcionada."	-1	3
998	"Minha mãe assumiu ter preconceito com meu namorado por ele ser negro."	-1	3
999	"Eu disse a ela que isso não faz diferença pra mim, mas sinto que ela não apoia meu namoro."	-1	3
1000	"Tipo tudo estava muito bem muito legal"	1	3
1001	"Resolvi cortar minha franja."	0	4
1002	"A não ser pelo fato de que o idiota do cabeleireiro errou."	-1	3
1003	"E cortou a minha franja no meio da testa e torta."	-1	3
1004	"Depositamos tanta confiança e tanto sentimento nas pessoas."	0	2
1005	"Em pessoas que achávamos conhecer, mas, que no fim, só mostraram ser iguais a todos."	-1	2
1006	"E por esperar demais, sonhar demais, criar expectativas demais, sempre acabamos nos decepcionando e nos machucando cada vez mais.","-1","3"
1007	"Atitude de uma tola apaixonada."	-1	2
1008	"Mas realmente achei que daria tudo certo, que ao abrir meu coração você ia, sei lá, dizer que sentia o mesmo, juro que pensei que ia ser assim."	-1	2
1009	"Em meus sonhos imaginava sua boca me dizendo as palavras que me faria feliz, que a partir desse dia seriamos eu e você pra sempre."	1	3
1010	"Mas não foi o que aconteceu e hoje em dia nem amigos somos mais uma amizade de mais de cinco anos acabou assim."	-1	3
1011	"Mas entre ser sua amiga ou uma conhecida eu prefiro mil vezes ser sua amiga sinto falta de nossos papos, risadas, brincadeiras enfim sinto falta de vc na minha vida!"	-1	2
1012	"Queria compartilhar com vocês sobre o meu namoro, e dizer o que muitos já me disseram."	0	3
