id	frase	0	0
1420	"O remédio funciona, mas o problema é que ele tem efeitos colaterais mais que fortes."	-1	2
1421	"Mas isso não me impediu de tirar um 10 na prova de matemática que, vamos combinar, estava super fácil."	1	3
1422	"Equações são mesmo muito legais de se fazer."	1	2
1423	"Eu e Carol estamos cada vez mais amigas, adoro ela."	1	3
1424	"Ju e Geovana ficaram menos mandonas, o que melhorou o nosso relacionamento."	1	3
1425	"Acho que vou fazer permanente e libertar os cachos que existem dentro de mim!"	0	2
1426	"Sempre fui apaixonada por cachos, mas não sei porque, alisei meu cabelo."	0	3
1427	"Amanhã vou comprar o meu vestido, mas não sei se vai ser aquele que eu tinha dito, porque além do vestido, eu ainda tenho que comprar um salto e o presente."	0	3
1428	"Não importa o preço, o que importa é que eu esteja linda no dia."	1	3
1429	"Não o considero um sentimento ruim, pois ele me faz ter esperança em meio a tanta briga."	1	2
1430	"Ele foi meu professor de Geografia do 3ºano, só que ele deu aula de agosto até dezembro ."	0	3
1431	"Ficava olhando ele dar aula, sonhando , imaginando coisas."	1	2
1432	"Ele puxou assunto comigo e parou de me chamar pelo meu nome e começou a me chamar pelo o meu apelido."	0	2
1433	"Foi super fofo comigo no msn e isso acendeu mais ainda esse amor platônico em mim."	1	3
1434	"Só não tentei nada com ele, porque ele é noivo."	0	3
1435	"Amor platônico que me enche a alma."	1	2
1436	"Preciso de bons curativos, que não sejam eternos, afinal nada é para sempre, mas, que não sejam descartáveis."	0	3
1437	"Curativos companheiros e sinceros, que se importem realmente com você."	1	2
1438	"Preciso que você também se ame e prometa que vai procurar cuidar mais de mim, sou parte de você."	1	2
1439	"Hoje eu fui na biblioteca da escola, na hora da aula de Educação Física, e peguei um livro."	0	3
1440	"Eu confiei muito na Evellyn (minha prima), eu contei a ela coisas que só EU deveria saber, contei meus segredos, fiz coisas com ela, confiei nela até o último momento."	0	2
1441	"Esta noite início meu livro e quero compartilhar com vocês e lógico pedir aquelas famosas criticas de sempre, preciso daquele olhar crítico que todo bom leitor tem."	0	3
1442	"Desde já agradeço a todos e desejo uma otima noite!"	1	3
1443	"Quando um brisa acariciar sua pele, será meu suspiro a passar."	1	3
1444	"Quando a água do mar te acalmar, será o meu abraço que você irá sentir."	1	3
1445	"Quando uma pétala tocar o seu rosto, será minha mão deslizando pelo seu corpo."	1	3
1446	"Ao sentir o gosto doce de uma bebida, será o meu beijo a te esquentar."	1	3
1447	"Quando o sangue esvair do seu corpo, será meu amor indo junto de ti."	1	3
1448	"E quando finalmente cruzar a estrada, verás o caminho que te aguarda e o seu grande amor a lhe esperar."	1	3
1449	"Não me arrependo de nada mesmo, de ter transado, com ele porque ele fez valer a pena, fez eu me sentir como nunca, fez loucuras na cama comigo."	1	3
1450	"Ontem eu fui pela primeira vez em um centro espirita, foi indicado por Letícia uma amiga minha que agora tá morando em joão pessoa."	0	3
1451	"Eu acredito nessa coisas, pode parecer besta pra algumas pessoas, mas pra mim não é."	0	2
1452	" Estava aqui em casa eu e um grupo de amigas olhando umas músicas na internet, só a gente, meus pais e meu irmão tinham saído, fui vim no meu quarto pra pegar alguma coisa."	0	3
1453	"Luana minha amiga me levou pra um culto evangélico para o pastor falar comigo, eu liguei pro meu namorado na época pra ir comigo."	0	3
1454	"Estava tudo normal , eu estava ansiosa em vê-lo , fui pra casa dele depois do trabalho , tomei um banho e fomos deitar."	0	2
1455	"Fizemos tudo que um casal normalmente faz , namoramos , brincamos , rimos , e brincamos de um jeito diferente , nos olhamos , sorrimos , nos beijamos e sorrimos de novo."	1	3
1456	"Conversamos sobre um futuro , mais tão presente em nós , casamento , sobre ver algumas casas , nos imaginamos juntos pra sempre , na nossa casa, com nossas coisas do nosso jeito e ele me imaginando grávida !"	1	3
1457	"No fim , nos despedimos , e nos olhamos como se nossos olhos trocassem um  eu te amo  e sinto que foi isso mesmo !"	1	3
1458	"Quando encontrar alguém e esse alguém fizer seu coração parar de funcionar por alguns segundos, preste atenção: pode ser a pessoa mais importante da sua vida."	1	3
1459	"Estou criando essa página pra desabafar com meu próprio computador."	0	2
1460	"Nesse momento estou ocupada nas tarefas que o dia me exige, sem transtornos fora de hora."	0	3
1461	"Também comprei abóbora e me dirigi ao caixa pagador."	0	3
1462	"À minha frente lá estava a tal mulher , que inacreditavelmente já não levava a mesma abóbora, mas uma metade dela."	0	3
1463	"Nesse dia dos namorados eu pensei mesmo que iria passar com alguém!"	0	2
1465	"e perco pensando em seu sorriso no como é lindo , no como ele me fazia me sentir tão especial em questão de minutos ."	1	2
1466	"O Marcelo é especial e o que sinto por ele não tem acabado , só tem aumentado cada vez mais e mais ."	1	3
1467	"Ele sempre esteve do meu lado e o que eu mais queria é que ele estivesse do meu lado todos os dias."	1	3
1468	"Paixão é apenas uma coisa de momento e gostar é diferente de amar."	0	3
1469	"Entrei neste fórum e vi pessoas super legais e inteligentes."	1	3
1470	"Enquanto vc é importante para as pessoas você é lindo, é fofo, é inteligente, é sensual e se for além de tudo você se torna o amor."	1	3
