id	frase	0	0
444	"Muitas garotas querem chamar a atenção dos garotos, rindo alto ou falando alto, isso é coisas de garotinhas sem atitude, e você não quer ser vista assim né?"	-1	2
446	"Poste frases de garota desapegada,que não precisa de homem nenhum pra ser feliz."	0	2
447	"Quando o telefone toca,já me acelera o coração"	1	2
448	"Te Amar ao ver o sol nascer pela manhã"	1	3
450	"Mas sabe, é estranho pensar que isso seja natural, eu me sinto completamente mal por ele demonstrar interesse por outras, considero falta de respeito."	-1	3
451	"Olhar disfarçadamente pra uma mulher bonita é natural, qual a mulher que não sabe que um homem bonito passou por ela também?"	0	3
452	"Mas a questão é, demonstrar interesse por outra pessoa, transparecer que esta reparando, encarando?"	0	3
453	"Falar que a vida é feita de escolhas, é extremamente fácil."	-1	2
454	"Fazer as escolhas certas é que é o difícil da coisa."	-1	3
455	"Com 27 anos, me imagino ainda estudando alguma coisa que me interesse, se for preciso estudar tudo de novo, me imagino com um canudo de respeito na mão, me imagino ter passado pelas melhores e mais engraçadas coisas da vida."	1	3
456	"Me imagino visitando minha família nos fim de semanas e ouvindo as besteiras que meu pai fala e sempre vai falar."	1	2
457	"Me imagino pensando em filhos, afinal tenho um sonho: adotar."	1	2
458	"Me imagino passando perto da casa dos meus pais e deixando um pão quentinho a tarde."	1	2
459	"Me imagino em paz comigo mesma, com tudo que eu tiver feito da minha vida."	1	3
460	"Nunca me arrumei tão rápido, ainda bem que moro a uns cinco minutos de carro pro meu trabalho."	1	2
461	"Hoje meu amigo (Luciano) me fez passar um mega mico."	-1	3
462	"Perto da nossa escola tem um posto de saudade e eu pedi para ele ir lá e pegar camisinha para mim, pq mesmo eu sendo menina acho que é bom ter guardado para o caso de for transa com alguém ter camisinha e ficar protegido."	0	2
463	"Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila me parecia mas um caracol."	-1	3
464	"Depois de uma hora consegui, peguei meu buzão e um engarrafamento horrível."	-1	3
465	"Meu niver trabalhei o dia todo, quase 20:00 e eu aqui nesta transito horrível, vou chegar em casa somente pra dormir e hoje é meu dia não aproveitei nada."	-1	3
466	"Foi perfeito, minha irmã e meu esposo fizeram tudo, 2 tipos de tortas, tudo lindo."	1	3
467	"Obrigado meu Deus pela vida de meu esposo!"	1	2
468	"Daquele jeito, vc beijando gostoso e fazendo tudo o que se tem direito em quatro paredes."	1	3
469	"Hoje eu e meu namorado nos divertimos tanto."	1	3
470	"Estávamos no ponto de ônibus, brincamos como nos filmes, ele corria atrás de mim, me pegava pela cintura, fazia cócegas, me pegava no colo, me levantava tirando meus pés do chão."	1	3
471	"Foi tão bom por um momento esquecer todos os meus problemas."	1	2
472	"Fui sábado no salão pra fazer progressiva, finalmente cabelo bom e não cabelo ruim, não tava aguentando aquela Palha."	1	2
473	"Sempre de noite e tenho medo, pavor e nunca durmo no escuro aqui tem uma luz pequena que fica acesa, na minha noite de núpcias quero fazer na claridade."	-1	3
474	"Hoje fui dormir 9h da manhã porque eu tinha ido dormir na casa do meu namorado sem meus pais saberem."	0	2
475	"Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada."	0	2
476	"Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada."	0	2
477	"Aproveitei que já tinha acordado e liguei pro meu namorado pois a gente ia se ver de novo."	0	3
478	"Acabei conhecendo uma pessoa que eu a amo e ela me ama também."	1	3
479	"Estou pensando seriamente em fugir de casa e dar um tempo, e em sequencia conviver com meu amado!"	-1	2
480	"Eu achei que nunca iria amar ninguém na minha vida e isso acontece agora depois de velha."	1	2
481	"Meu Deus estou muito ansiosa eu imagino toda hora eu e meu amado juntos."	1	2
482	"Meu marido em 10 anos não consegue colocar nada pra dentro de casa as contas estão atrasadas a geladeira vazia, ele é preguiçoso!"	-1	3
483	"Gravei um filme na TV, e agora apeteceu-me ir vê-lo."	0	2
484	"A história fala de três amigas gordinhas, que um dia, se cansam de ser como são, se cansam de ver os olhares de gozo das outras pessoas, se cansam de não poder fazer o que as outras mulheres fazem, se cansam de ser umas ""badochas""."	-1	2
485	"Então, resolvem fazer um pacto, o pacto da cinderela, onde prometem umas ás outras que vão fazer tudo para emagrecer."	0	2
486	"E conseguem, emagrecem e tornam-se mulheres com um peso perfeitamente normal, e muito mais bonitas!"	1	3
487	"Mas isso, a partir de hoje vai mudar, porque a partir de hoje eu vou empenhar-me ao máximo,... e vou conseguir fazer uma dieta saudável para emagrecer."	1	3
488	"E vou provar a todos que, tal como todas as outras raparigas, eu também consigo ter um corpo atlético e ser muito magrinha e perfeitinha."	1	2
489	"Porque eu vou conseguir emagrecer, e vou provar a todos que eu não sou uma miuda gorda qualquer."	1	2
490	"Já saímos, e esta é terceira vez ao qual vou relatar."	0	2
491	"Já haviamos marcado por celular no domingo. "	0	3
492	"Segunda haveria um sexo bem gostoso na cama."	1	3
493	"Bom, trabalhamos na mesma empresa, porém, em setores diferentes, ela loira, cabelo longo, uma delicia."	1	2
494	"Marcamos e lá estava ela me esperando no estacionamento."	0	3
495	"Saímos e fomos no ""horario de trabalho"" para um motel chamado Beira Rio, proxímo de nosso trabalho. "	0	3
