id	frase	0	0
289	"Tava cheio hoje e isso é um saco, demora mais."	-1	3
290	"Conheci uma menina nova lá, acho que vamos ser amigas."	1	3
291	"Só que aconteceu uma coisa engraçada, aliás desde o primeiro dia."	1	2
292	"É meu instrutor, tipo ele fica direto babando meu ovo cara, desde que chego até ir embora."	0	3
293	"Nas outras duas vezes também foi assim, só que agora tá demais."	0	2
294	"E eu sou uma pessoa que não percebo quando alguém tem interesses por mim, só que nesse caso eu tô desconfiada disso."	0	3
295	"Hoje cheguei lá era umas 7 horas, ele veio sorridente disse as coisas que tinha que fazer, e de aparelho em aparelho ele vinha e me falava alguma coisa."	0	3
296	"No ultimo aparelho ele ficou do meu lado e eu disse que tava cansada, aí ele disse: Se você quiser pode ficar ai, até 10 da noite, que a gente fecha a academia."	0	2
297	"Na hora que fui embora ele me deu um bombom, serenata de amor."	1	2
298	"Pior que só tem ele lá no horário que vou, e eu fico sem graça com isso né?"	-1	3
299	"Mas, nem dei chega pra lá nele não, até mesmo porque ele nem pediu nada pra mim, só me tratou dessa forma, puxando meu saco."	0	2
300	"Vou jantar, ficar com o menino mais lindo do mundo."	1	3
301	"Bom hoje eu e minhas amigas tivemos a ideia de fazer o Jogo da Caneta."	0	3
302	"Talvez do jeito que eu e minhas amigas fazemos esteja errado porém parece ser real."	0	3
303	"Bom eu me chamo Daniele Felix Tenho 15 anos e não tenho com quem desabafar então escolhi aqui."	-1	2
304	"Eu estou chateada com tudo que esta acontecendo comigo."	-1	3
305	"A uns meses atrás eu reencontrei um amigo então ele começou a me dar ideia e eu fui acreditando ele falo tanta coisas linda."	0	2
306	"Eu fiquei muito triste porque eu gostava muito dele e estava disposta ai fazer tudo por ele ai as lagrimas cairam sem controle então eu contei tudo pra minha amiga ela esta me ajudando muito."	-1	2
307	"Mas ele me deixou como segunda opção."	-1	2
308	"Fui a um churrasco na casa de um amigo, e a conheci, Carol o nome dela, depois descobri que era Jessica mas tudo bem."	0	2
309	"Fiquei com ela e nisso fomos para um motel, nesse dia brinquei com ela dizendo que ela iria se apaixonar por mim."	1	3
310	"Confesso que gostei muito de ficar com ela, foi muito bom, mas sai fora achei que ela não iria querer me ver outras vezes."	1	2
311	"Depois de algum tempo acabamos nos vendo e ficamos mais vezes."	1	2
312	"Mas há algo nela que min incomodava muito, seu modo de ver a vida, era vulgar, pensava apenas em festas, sair beber, curtir, como se isso estivesse em primeiro lugar nos objetivos dela."	-1	3
313	"Mas agora antes de terminar, estou me sentindo estranho, acho que acabei gostando dela, do jeito dela de cuidar de mim, de querer que eu esteja sempre com ela, o jeito dela de sentir ciúmes, e de sempre querer eu perto dela, de sempre dizer que esta com saudade, de ela não se importar de nas folgas dela passar comigo trancada em um quarto conversando, para ser sincero, vou sentir falta dela."	-1	2
314	"Nesse momento to evitando ela, e ta me dando um aperto, no coração, mas tenho que fazer isso, não tem como continuar, e sou muito ciumento e intolerante com esses tipos de coisas, não tem a mínima chance de eu e ela darmos certo."	-1	3
315	"Vou sentir falta dela, mas a vida é assim, as vezes temos que abrir mão de algo, para podermos continuar nosso caminho."	-1	2
316	"Ultimamente ando muito compulsiva - por masturbação com o vibrador, por comida, meio agressiva, me sacudindo, me mordendo, me azunhando."	-1	3
318	"Não foi bem uma transa, mas foi legal."	1	2
319	"E transamos mais duas vezes num motel - não atingi o orgasmo, pra falar verdade meu vibrador me dá mais prazer, mas enfim, tudo que dá prazer eu aceito."	0	2
320	"Na ultima consulta psiquiátrica, ele quis me dar um neuroléptico ( recusei na hora, engordar tô fora) e no retorno ele sugeriu um estabilizador de humor."	0	2
321	"Ele meio que sugeriu que tenho personalidade borderline e espectro bipolar ( ciclotimia) enfim, nada que eu já não desconfiasse."	0	3
322	"Não aceitei o estabilizador pelo mesmo motivo da risperidona."	0	3
323	"Eu to uma baleia de gorda, não quero engordar mais e pronto."	-1	3
324	"Ai ele me achou melhor e colocou na receita apenas um comprimido de fluoxetina."	0	2
325	"Ta certo que ficar com essas crises hipomaníacas é meio constrangedor - mas ficar deprimida e com ideações suicidas também não é nada legal."	-1	3
326	"Ando muito estressada ultimamente."	-1	3
327	"Briguei com a minha mãe por causa do notebook que ela não queria me emprestar pra fazer o trabalho e me queimei com a vela."	-1	3
328	"Ganhei um notebook novo."	1	2
329	"Tive uma crise de choro enquanto fazia sexo com meu namorado, acusando ele de não me amar, de me tratar como um objeto e pra ele não tocar mais em mim."	-1	3
330	"Ele queria fazer sexo anal em mim e tava insistindo muito."	-1	2
332	"Ok, minha reação foi super exagerada, não precisava ser assim."	-1	3
333	"Depois ele me disse que eu valorizo e desvalorizo ele muito rápido, que mudo constantemente de humor, uma hora to triste e outra hora super alegre e me perguntou se eu tinha algum transtorno de personalidade ou de humor."	-1	2
334	"Estou escrevendo palavras desconexas porque minha mente é desconexa."	-1	2
335	"Meu pensamento é confuso e desorganizado. "	-1	3
336	"Sim, isso me envergonha, gosto de estar sob controle. "	-1	3
337	"Eu que mando na hora do sexo."	0	2
338	"Fico em cima dele, faço cavalgada, digo que paguei essa porra de motel durante uma hora e meia e quero transar até uma hora e meia."	0	2
339	"Finalmente de férias."	1	2
340	"Bem, meu psiquiatra quis que eu experimentasse ficar só com um comprimido de fluoxetina."	0	2
