id	frase	0	0
1471	"O certo é você ser inteligente."	0	2
1472	"Ninguém quando ama de verdade consegue esquecer este sentimento que é acima de tudo, este sentimento é o amor de verdade."	1	2
1473	"De tudo, guarda o teu coração, pois é dele é que procedem as águas da vida."	0	3
1474	"É melhor está sozinho, pois enquanto está sozinho você vela pelo teu coração, em algum lugar alguém também pensa que nem você e um dia vocês se encontrarão."	0	2
1475	"É só você olhar aqueles casais idosos que estão a tantos anos e até hoje estão juntos até que a morte os separe!"	1	3
1476	"O que você semeia você certamente colherá."	0	3
1477	"Quando eu era criança, acreditava que as estrelas eram os olhos de Deus, que piscavam de vez em quando para a gente apenas para que soubéssemos que havia um cara lá em cima de olho nas traquinagens que aprontávamos."	0	3
1478	"Quando eu era criança, assistia aos desenhos do Ligeirinho e me encantava ao ver aqueles feijões mexicanos que pulavam sozinhos."	0	3
1479	"Vou relatar aqui a minha primeiríssima experiência neste ano de 2013."	0	3
1480	"Foi uma delicia viu, fazer amor no carro é muito gostoso, e melhor quando menos esperamos."	1	3
1481	"Tudo começou assim, fui visitar uma amiga minha que me ligou mais cedo dizendo que queria me ver, porém, ao chegar na frente da casa dela vi que estava tudo fechado, ou seja ou ela não estava em casa ou já estava dormindo."	0	2
1482	"Foi quando encontrei uma mulher que já havia conhecido antes e parei no carro, parece filme americano, onde o galã para e a mulher entra no carro e foi assim mesmo."	1	2
1483	"á havíamos ficado antes e foi muito louco ela já havia me chupado até eu gozar na boca dela."	1	3
1484	"Eu parei no estacionamento de uma feira do bairro Santo Antônio em Manaus e lá começamos a nos agarrar com vontade."	1	3
1485	"Ela correu logo para minhas pernas e começou a pegar no meu pênis com muita maestria."	1	3
1486	"Eu disse que queria matar a saudade e ela disse que também."	1	3
1487	"Este foi o relato do meu sexo de ano novo."	0	3
1488	"Eu cortei o cabelo, pintei, cortei, mudei minhas roupas, minha maquiagem, meus gostos."	0	3
1489	"Joguei os móveis, os pôsteres, a cor, joguei fora tudo aquilo que não precisava."	0	3
1490	"Coisas materiais podem ser jogadas fora."	0	3
1491	"E você merece amor melhor, você merece coisa melhor, um cara melhor."	1	2
1492	"Um lugar com paz, com alegria."	1	3
1493	"Como o irmão mais velho e brincalhão, como o caçador de patos mais incrível que já passou pela terra."	1	2
1494	"Dono do sorriso mais bonito, dos olhos mais azuis do planeta."	1	2
1495	"É acreditar num mundo melhor."	1	2
1496	"Continuo amando assistir desenhos, preferindo ficar a noite toda no computador e sem me importar com o que os outros vão dizer ou pensar sobre mim."	1	3
1497	"Meu nome é Marcelo, tenho 16 anos, faço 17 agora no final do ano, sou muito legal, querido e procuro sempre ser engraçado, gosto de ver as pessoas alegres."	1	3
1498	"Tenho fascínio por alienígenas, tipo, sou louco por eles, acredito em alienígenas e já vi um óvni a alguns meses."	1	2
1499	"Me sinto segura perto dele, ele é um fofo e me faz sentir super bem, amo pegar nos seus cabelos , amo segurar a sua mão e vê-lo desenhar ."	1	3
1500	"Ele desenha tão bem e o seu sorriso é lindo."	1	3
1501	"Só sei que ontem eu sonhei com ele e quando estou com ele me esqueço de tudo que está em volta de mim . "	1	3
1502	"Os amigos dele já notaram que eu estou gostando dele demais ."	1	2
1503	"Não desista de suas escolhas e de seus sonhos nunca!"	1	3
1504	"Coloque seus problemas nas mãos do Senhor, e Ele te dará Vitórias!"	1	3
1505	"Tenha uma vida de Vitórias."	1	2
1506	"Moça alta, mulata, bonitona."	1	2
1507	"Assim que cheguei, Penélope estava esperando."	0	3
1508	"Saímos da sala de espera e entrei num longo corredor."	0	3
1509	"Chegamos ao nosso cantinho: uma maca cercada de cortinas."	0	3
1510	"E, então, Penélope passou a primeira camada de cera quente na minha virilha virgem."	0	3
1511	"Gostoso, quentinho, agradável."	1	3
1512	"Acordei na ilusão de ir ao uma festa e beber como toda adolescente de 17 anos."	0	3
1513	"Fui me arrumar na casa de uma amiga minha e iria me beber na casa da minha melhor amiga."	0	2
1514	"Agradecemos cada vez mais as sugestões enviadas e estamos trabalhando por um diário cada vez melhor!"	1	3
1515	"Hoje, meu primeiro post, vai ser bem rápido porque está tarde."	0	3
1516	"Andei pesquisando a idade do pessoal daqui, e como disse estou escrevendo um livro, já postei o primeiro capítulo do mesmo."	0	3
1517	"Já to acostumada ficar dias longe."	0	2
1518	"Espero que o tempo passe , espero que a semana acabe , pra que eu possa te ver de novo !"	1	2
1519	"Este filme ensina como amar e respeitar a pessoa que você ama. "	0	2
1520	"Eu vi e me apaixonei ainda mais pelo meu marido e pelo meu casamento."	1	3
