id	frase	0	0
756	"Ainda lembro das palavras doces que você dizia."	1	3
757	"Lembro do sorriso que você abria quando me via, das explicações que você dava quando não conseguia telefonar."	1	3
758	"Ainda me lembro das vezes que você me olhava e dizia o quanto me amava, o quanto me queria."	1	3
759	"Ainda me lembro das vezes que você me olhava e dizia o medo que sentia de me perder."	1	2
760	"Ainda lembro de quanta satisfação que eu tinha em te ver sorrir."	1	3
761	"Eu ainda me lembro de tudo que vivi com você, e tenho saudades daquelas nossas noites em que você me contava suas alegrias e agonias."	1	3
762	"Eu tenho lembrado daquelas conversas, daquelas nossas risadas e também dos nossos segredos."	1	3
763	"Eu me recordo sempre daquele seu sorriso, quando eu chegava triste, eu me sentia abraçado por ele."	1	3
764	"E me lembro também, como você conseguia aplacar a minha dor."	1	3
765	"Que vontade de voltar no tempo, ter você do meu lado, com seu olhar iluminado."	1	2
766	"Guardei todas na minha memória, não as esquecerei jamais."	1	2
767	"Nossos rumos mudaram, mas não se perderam; ainda estou aqui, e o melhor de tudo, é que tenho certeza que você ainda está ai também."	1	2
768	"Se precisar, me procure; se sentir saudades, ligue; se estiver com algum problema, conte comigo; e se tiver um tempo, vamos nos ver !"	1	2
769	"Não tenho mais aquela aparência tão jovem, mas o meu coração ainda é o mesmo que te amou, que te deu carinho, e adorou receber o seu."	1	2
770	"Pode ser que nos vejamos amanhã, pode ser que só nos encontremos daqui a um ano, pode ser até que o tempo nos afaste ainda mais, mas eu quero que você saiba que hoje lembrei de você."	1	3
771	"Prometo te amar ate o fim da minha vida, ate meu ultimo suspiro, ate a ultima batida do meu coração, ate a ultima lagrima do meu rosto."	1	3
772	"Porque agora eu sei que é você quem meu coração realmente escolheu, que é você por quem vou lutar ate o infinito e desejarei a todo o momento em todos os sonhos em todos os desejos em todas as minhas orações."	1	3
773	"Sinto este desejo todos os dias sabe, até mesmo quando faço, porém horas depois já estou com vontade de fazer amor gostoso."	1	3
774	"Meu anjinho da guarda que se chamava Douglas, além de lindo era meu melhor amigo!"	1	3
775	"Pois amigos também dizem EU TE AMO!"	1	3
776	"Eu não consigo pensar nele sem dar uma risada!"	1	3
777	"Ele chamava todos os garotos de quem eu falava ser um amigo, de idiota, ele não era um amigo chato, que fica no pé, mas nunca me deixou fazer algo errado!"	0	2
778	"Ele era, e sempre será o meu melhor amigo, pois ele não está visível, mais está vivo em meu coração!"	1	3
779	"Esse é um local de muitos desabafos e eu me sinto meio \"mãezona\" de muitos que escrevem, pois sou mais velha que boa parte das meninas aqui."	0	2
780	"Boa parte dos que ameaçam fazer, não fazem, mas se você está pensando, eu tenho um relato a dar."	0	3
781	"Uma colega minha se matou antes dos 30 anos!"	-1	3
782	"Foi um susto para muita gente."	-1	3
783	"Separou do marido e não aguentou!"	-1	3
784	"Aos 5 anos de idade eu quase morri!"	-1	2
785	"Tive apendicite com sérias complicações."	-1	3
786	"Na verdade é um milagre que eu esteja viva."	1	2
787	"E será egoísmo da sua parte deixar os outros resolverem."	-1	3
788	"Eu não consigo ver uma loira gostosa na minha frente que eu já me excito!"	1	2
789	"Então eu não sei mais o que fazer, me entregar pra morte ou esperar mais um pouco?"	-1	3
790	"Indiretas afetam o meu mau humor e só faz vc ser mais repugnante pra mim"	-1	3
791	"Eu e meu namorado agora, temos ficado bastante tempo juntos, e ainda temos aquele sonho de dormi juntos, e acordar um do lado do outro, sabe."	1	3792	"E ainda te come COM PEGADA e depois ainda lambe os labios de bom que foi."	1	3
792	"E ainda te come COM PEGADA e depois ainda lambe os labios de bom que foi."	1	3
793	"Foi tudo tão intenso, um mês parecia anos."	1	3
794	"Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha realidade e então o meu romance de verão teve que chegar ao fim por conta das responsabilidades do mundo real."	-1	3
795	"Sinto como se uma parte de mim estivesse em outro lugar."	-1	2
796	"Ansioso por um abraço apertado e beijo na testa."	1	2
797	"Minha mente diz que é loucura esperar tanto tempo, mas coração diz que é possível."	1	2
798	"Hoje senti uma saudade bem gostosa de todos e do lugar onde fiquei."	1	3
799	"Quase dois meses me fizeram ter uma rotina, muito louca, mas uma rotina legal."	1	2
800	"Acredito que por causa disso essas férias foram perfeitas."	1	3
801	"Foi um presente dos céus."	1	3
802	"Viajar com amigos, sem nenhum familiar por perto foi a melhor coisa que já fiz."	1	3
804	"Essa liberdade ta me fazendo muito falta agora."	-1	2
805	"Esta história fala sobre o relaciomento entre mulheres."	0	3
806	"Acordei atrasada, com aquela vontade de ficar na cama, aquela vontade de não fazer nada, simplesmente, vegetar!"	-1	2
