id	frase	0	0
549	"Muitas vezes confundido com o veterinário, o zootecnista é, na verdade, o profissional voltado para o desenvolvimento da produção."	0	3
550	"Você viajou, está longe de mim."	-1	2
551	"Não paro de pensar em você."	-1	2
552	"Pois, não sei se vou aguentar de saudades."	-1	3
553	"Ah! Meu bem, você é a minha metade."	1	2
554	"Eu mato o tempo, escrevendo nesse diario online."	0	2
555	"Estou ansiosa a te esperar."	0	2
556	"Só você me faz sorrir."	1	2
557	"Quero logo o seu abraço forte."	1	2
558	"Será que sou só eu, que nunca tive um namoradinho bonitinho e perfeitinho nem que fosse só por um mês?"	-1	3
559	"Na minha vida amorosa tudo é uma GRANDE merda."	-1	3
560	"Quando o cara tá interessado em mim as vezes eu não tô interessada no cara ou todo mundo ta interessando e não da certo, acontece alguma coisa e pronto."	-1	2
561	"Eu sei que devo esperar, mais esperei demais."	-1	2
562	"Este é o primeiro registro que faço aqui, e no momento não há muito o que falar da minha vida pessoal, então, vou reproduzir algo que escrevi em mensagem."	0	3
563	"Fica aí que eu fico aqui com os meus seios, de biquinhos durinhos e salientes, loucos para serem lambidos de cima a baixo, de um lado para o outro, serem mordidos de leve e sugados por inteiro."	1	2
564	"Bicos que podem ser macios como os seios, que estão inchados e orgulhosos de serem tão fofos."	1	2
565	"Estes seios que não cabem dentro de uma mão, esparramam-se entre os dedos, que torce para que os aperte com firmeza, dedos que entram pelo sutiã, aparecendo pelo decote malicioso da blusa vermelha, e por dentro do sutiã aperta-os com doçura, delicadamente, apalpando e puxando para fora aquilo tudo que por dentro queima e palpita forte."	1	2
566	"Boca macia, gulosa, quente, que vai tentar engolir ele todo e não vai conseguir, vai lambe-lo completamente para compensar o fato de não pode-lo tocar por inteiro com a boca."	1	2
567	"As mãos envolvendo-os enquanto a boca não para de lambê-los como se fosse sorvete, porque quase derretem na boca."	1	2
568	"E aqueles bicos ficam cada vez mais duros, provocando uma excitação impaciente, meio nervosa, de molhar-se de tão ansiosa."	1	3
569	"Meu coração acelera, minhas mãos ficam geladas e meia tremulas, me dá um frio na barriga, e uma sensação estranha quando ele tá por perto, e principalmente quando estamos a sós, ou até mesmo na multidão, quando ele me abraça e diz: ""você está linda hoje""."	1	3
570	"Nesse momento eu fico sem jeito, e a timidez toma conta de mim e quando me dou conta, já estou em seus braços."	1	3
571	"Já esqueço totalmente de onde estou, e deixo de me importar com as pessoas ao redor, quando estou com ele, é como se só existisse nós dois ali."	1	3
572	"Acho que viver um romance é muito mais legal que apenas um lance."	1	2
573	"Romance é por tempo indeterminado, enquanto o lance tem tempos contados."	0	3
574	"Estou gostando de amar, e de ser amada, melhor coisa que tem é ser correspondida em relação a sentimentos bons."	1	3
575	"Que seja eterno enquanto dure, e que dure para sempre."	1	3
576	"POR VOCÊ, ESTOU COMPLETAMENTE APAIXONADA, TE DESEJO TODOS OS BONS SENTIMENTOS, TODAS AS BOAS COMPANHIAS"	1	2
577	"QUE O AMOR AO PRÓXIMO E A VONTADE DO CONHECIMENTO SEJA A SUA ""MARQUINHA"" NESTE LINDO ESPIRITO ILUMINADO."	1	2
578	"QUE VOCÊ TRAGA CONSIGO,O AMOR, A SABEDORIA, A PAZ, A CALMA E O ESPIRITO DE JUSTIÇA."	1	3
579	"QUE VOCÊ ME ENSINE A SER MAIS HUMANA E O VERDADEIRO SENTIDO DO AMOR, DESDE JÁ ME PERDOE-ME PELOS MEUS EXCESSOS PARA CONTIGO, MAS QUE ESSA LINDA OPORTUNIDADE, SEJA APROVEITADA E QUE DEUS NOS AJUDE DIARIAMENTE A SERMOS ""MÃE E FILHO"" QUE VENHA MEU FILHO AMADO."	1	3
581	"Eu lembro de tantos momentos, tantas coisas boas que agente fez junta, voce foi um anjo pra mim."	1	3
582	"Eu nem lembro direito como te conheci mais sei que foi o melhor dia da minha vida, você pra mim e mais que uma amiga, é uma irmã de família diferente."	1	3
583	"Você não sabe o quanto fiquei mal por tu ter mudado de escola."	-1	3
584	"Eu quero que você se de bem na vida e que ame alguém que tbm te ame muito."	1	3
585	"Agente está começando a se afastar e você nem notou."	-1	3
586	"Mas saiba que eu sinto muito a sua falta, sinto falta do teu sorriso."	-1	3
587	"Cara, eu não aguento mais o Douglas, garoto chato!"	-1	3
588	"Tipo, ele tinha dado uma sumida, agora voltou de novo a me perturbar."	-1	3
589	"Eu não trato ele mal, mas cara ele só fala merda, eu já disse que não quero mais ficar com ele, mas ele insisti de uma forma que sufoca."	-1	3
590	"Eu queria muito ter a amizade dele, mas ele sempre vem com segundas intenções, estou quase dando um fim nisso, quer dizer de outra forma, excluindo ele."	-1	2
591	"E assim, eu tomei um NOJO dele, que nem eu entendo o porque."	-1	3
592	"Ele enfiava a língua na minha garganta, que quase morri."	-1	3
593	"Só de imaginar a gente ficando, da vontade de vomitar."	-1	3
594	"Hoje eu sair com uns amigos."	0	2
595	"Adoro eles pois são muito legais e divertidos, adoramos rir e fazer brincadeiras."	1	3
596	"No caminho da casa dessa garota encontramos um senhor deitado no chão como se estivesse morto ou desmaiado, o estranho era que o homem estava com os olhos meio aberto e virado para cima."	0	2
597	"Eu achei super estranho e fiquei com muito medo, mais mesmo assim passamos pelo homem e continuamos andando."	-1	3
598	"Meus sentidos de garota diziam que tinha alguma coisa errada, entao pedir para o lucar e o victor voltar lá comigo e tentar acordar o homem para saber se ele estava vivo."	-1	3
599	"Mais eu queria voltar mesmo assim, entao voltamos."	0	3
